sku_code,material,box_code,bursting_factor,flute_type,inner_height_mm,height_inch,inner_height,length_inch,updated_at,quantity,status,company_id,per_unit
BZ-SKU-0000493,"""Top paper golden Kraft rest brown Kraft""","""Walker & Bath Tub""","""24x18x18x18x18""","""BC""","""860""","""33.9""","""640""","""25.2""",2018-08-22,500,3,9508,48.21
BZ-SKU-0000493,"""Top paper golden Kraft rest brown Kraft""","""Walker & Bath Tub""","""24x18x18x18x18""","""BC""","""860""","""33.9""","""640""","""25.2""",2018-08-22,200,3,9508,55
BZ-SKU-0000493,"""Top paper golden Kraft rest brown Kraft""","""Walker & Bath Tub""","""24x18x18x18x18""","""BC""","""860""","""33.9""","""640""","""25.2""",2018-08-22,200,3,9508,55
BZ-SKU-0000493,"""Top paper golden Kraft rest brown Kraft""","""Walker & Bath Tub""","""24x18x18x18x18""","""BC""","""860""","""33.9""","""640""","""25.2""",2018-08-22,400,3,9508,55
BZ-SKU-0000493,"""Top paper golden Kraft rest brown Kraft""","""Walker Big - Bath Tub""","""24x18x18x18x18""","""BC""","""860""","""33.9""","""640""","""25.2""",2019-06-12,825,3,4606,53.89
BZ-SKU-0000493,"""Top paper golden Kraft rest brown Kraft""","""Walker & Bath Tub""","""24x18x18x18x18""","""BC""","""860""","""33.9""","""640""","""25.2""",2018-08-22,200,4,9508,48.21
BZ-SKU-0000493,"""Top paper golden Kraft rest brown Kraft""","""Walker & Bath Tub""","""24x18x18x18x18""","""BC""","""860""","""33.9""","""640""","""25.2""",2018-08-22,200,1,9508,48.21
BZ-SKU-0000028,"""Top paper golden Kraft rest brown Kraft""","""VB2""","""24x22x22""","""B""","""292""","""11.5""","""532""","""20.9""",2018-11-01,100,3,4606,32.66
BZ-SKU-0000028,"""Top paper golden Kraft rest brown Kraft""","""VB2""","""24x22x22""","""B""","""292""","""11.5""","""532""","""20.9""",2018-11-01,4800,3,4606,34.62
BZ-SKU-0000024,"""Top paper golden Kraft rest brown Kraft""","""VB1""","""24x22x22""","""B""","""300""","""11.8""","""350""","""13.8""",2018-11-01,50,8,4606,15.24
BZ-SKU-0000024,"""Top paper golden Kraft rest brown Kraft""","""VB1""","""24x22x22""","""B""","""300""","""11.8""","""350""","""13.8""",2018-11-01,500,3,4606,15.24
BZ-SKU-0000024,"""Top paper golden Kraft rest brown Kraft""","""VB1""","""24x22x22""","""B""","""300""","""11.8""","""350""","""13.8""",2018-11-01,4000,3,4606,15.24
BZ-SKU-0000024,"""Top paper golden Kraft rest brown Kraft""","""VB1""","""24x22x22""","""B""","""300""","""11.8""","""350""","""13.8""",2018-11-01,14621,3,4606,15.24
BZ-SKU-0000763,"""Top paper golden Kraft rest brown Kraft""","""FirstCry Box10""","""24x20x20""","""B""","""800""","""31""","""420""","""17""",2018-02-05,2000,3,4606,24.61981132
BZ-SKU-0000763,"""Top paper golden Kraft rest brown Kraft""","""FirstCry Box10""","""24x20x20""","""B""","""800""","""31""","""420""","""17""",2018-02-05,300,3,4606,24.62028302
BZ-SKU-0000763,"""Top paper golden Kraft rest brown Kraft""","""FirstCry Box10""","""24x20x20""","""B""","""800""","""31""","""420""","""17""",2018-02-05,400,3,4606,24.62028302
BZ-SKU-0000763,"""Top paper golden Kraft rest brown Kraft""","""FirstCry Box10""","""24x20x20""","""B""","""800""","""31""","""420""","""17""",2018-02-05,260,3,4606,23.23
BZ-SKU-0000763,"""Top paper golden Kraft rest brown Kraft""","""FirstCry Box10""","""24x20x20""","""B""","""800""","""31""","""420""","""17""",2018-02-05,1000,3,4606,23.23
BZ-SKU-0000763,"""Top paper golden Kraft rest brown Kraft""","""FirstCry Box10""","""24x20x20""","""B""","""800""","""31""","""420""","""17""",2018-02-05,1016,3,4606,22.9
BZ-SKU-0000763,"""Top paper golden Kraft rest brown Kraft""","""FirstCry Box10""","""24x20x20""","""B""","""800""","""31""","""420""","""17""",2019-06-12,1000,4,7746,21.6
BZ-SKU-0000763,"""Top paper golden Kraft rest brown Kraft""","""FirstCry Box10""","""24x20x20""","""B""","""800""","""31""","""420""","""17""",2018-02-05,1507,3,4606,23.23
BZ-SKU-0000763,"""Top paper golden Kraft rest brown Kraft""","""FirstCry Box10""","""24x20x20""","""B""","""800""","""31""","""420""","""17""",2018-02-05,530,3,4606,22.94
BZ-SKU-0000763,"""Top paper golden Kraft rest brown Kraft""","""FirstCry Box10""","""24x20x20""","""B""","""800""","""31""","""420""","""17""",2019-06-12,1200,4,9508,24.22
BZ-SKU-0000763,"""Top paper golden Kraft rest brown Kraft""","""FirstCry Box10""","""24x20x20""","""B""","""800""","""31""","""420""","""17""",2018-02-05,1500,3,4606,23.23
BZ-SKU-0000763,"""Top paper golden Kraft rest brown Kraft""","""FirstCry Box10""","""24x20x20""","""B""","""800""","""31""","""420""","""17""",2019-06-12,1986,3,7746,21.6
BZ-SKU-0000763,"""Top paper golden Kraft rest brown Kraft""","""FirstCry Box10""","""24x20x20""","""B""","""800""","""31""","""420""","""17""",2019-06-12,1224,3,9508,24.22
BZ-SKU-0000763,"""Top paper golden Kraft rest brown Kraft""","""FirstCry Box10""","""24x20x20""","""B""","""800""","""31""","""420""","""17""",2019-06-12,1000,3,7746,21.6
BZ-SKU-0000763,"""Top paper golden Kraft rest brown Kraft""","""FirstCry Box10""","""24x20x20""","""B""","""800""","""31""","""420""","""17""",2019-06-12,318,3,4606,23.23
BZ-SKU-0000763,"""Top paper golden Kraft rest brown Kraft""","""FirstCry Box10""","""24x20x20""","""B""","""800""","""31""","""420""","""17""",2018-02-05,100,3,4606,22.94
BZ-SKU-0000763,"""Top paper golden Kraft rest brown Kraft""","""FirstCry Box10""","""24x20x20""","""B""","""800""","""31""","""420""","""17""",2019-06-12,325,3,4606,23.23
BZ-SKU-0000763,"""Top paper golden Kraft rest brown Kraft""","""FirstCry Box10""","""24x20x20""","""B""","""800""","""31""","""420""","""17""",2019-06-12,1000,4,9508,24.22
BZ-SKU-0000763,"""Top paper golden Kraft rest brown Kraft""","""FirstCry Box10""","""24x20x20""","""B""","""800""","""31""","""420""","""17""",2018-02-05,985,3,4606,22.94
BZ-SKU-0000763,"""Top paper golden Kraft rest brown Kraft""","""FirstCry Box10""","""24x20x20""","""B""","""800""","""31""","""420""","""17""",2019-06-12,2000,3,9508,23.77
BZ-SKU-0000763,"""Top paper golden Kraft rest brown Kraft""","""FirstCry Box10""","""24x20x20""","""B""","""800""","""31""","""420""","""17""",2019-06-12,1000,8,9508,24.22
BZ-SKU-0000763,"""Top paper golden Kraft rest brown Kraft""","""FirstCry Box10""","""24x20x20""","""B""","""800""","""31""","""420""","""17""",2019-06-12,180,3,9508,24.22
BZ-SKU-0000763,"""Top paper golden Kraft rest brown Kraft""","""FirstCry Box10""","""24x20x20""","""B""","""800""","""31""","""420""","""17""",2019-06-12,1000,8,9508,23.77
BZ-SKU-0000763,"""Top paper golden Kraft rest brown Kraft""","""FirstCry Box10""","""24x20x20""","""B""","""800""","""31""","""420""","""17""",2019-06-12,1000,4,9508,24.22
BZ-SKU-0000763,"""Top paper golden Kraft rest brown Kraft""","""FirstCry Box10""","""24x20x20""","""B""","""800""","""31""","""420""","""17""",2019-06-12,250,8,7746,21.6
BZ-SKU-0000763,"""Top paper golden Kraft rest brown Kraft""","""FirstCry Box10""","""24x20x20""","""B""","""800""","""31""","""420""","""17""",2019-06-12,772,3,7746,21.6
BZ-SKU-0000763,"""Top paper golden Kraft rest brown Kraft""","""FirstCry Box10""","""24x20x20""","""B""","""800""","""31""","""420""","""17""",2019-06-12,2000,6,9508,21
BZ-SKU-0000763,"""Top paper golden Kraft rest brown Kraft""","""FirstCry Box10""","""24x20x20""","""B""","""800""","""31""","""420""","""17""",2019-06-12,180,3,9508,21
BZ-SKU-0000763,"""Top paper golden Kraft rest brown Kraft""","""FirstCry Box10""","""24x20x20""","""B""","""800""","""31""","""420""","""17""",2019-06-12,200,3,7746,21.6
BZ-SKU-0000763,"""Top paper golden Kraft rest brown Kraft""","""FirstCry Box10""","""24x20x20""","""B""","""800""","""31""","""420""","""17""",2019-06-12,300,3,9508,21
BZ-SKU-0000763,"""Top paper golden Kraft rest brown Kraft""","""FirstCry Box10""","""24x20x20""","""B""","""800""","""31""","""420""","""17""",2019-06-12,300,3,9508,21
BZ-SKU-0000763,"""Top paper golden Kraft rest brown Kraft""","""FirstCry Box10""","""24x20x20""","""B""","""800""","""31""","""420""","""17""",2019-06-12,250,3,7746,21.6
BZ-SKU-0000763,"""Top paper golden Kraft rest brown Kraft""","""FirstCry Box10""","""24x20x20""","""B""","""800""","""31""","""420""","""17""",2019-06-12,1000,3,9508,24.22
BZ-SKU-0000763,"""Top paper golden Kraft rest brown Kraft""","""FirstCry Box10""","""24x20x20""","""B""","""800""","""31""","""420""","""17""",2019-06-12,2000,1,9508,24.22
BZ-SKU-0000763,"""Top paper golden Kraft rest brown Kraft""","""FirstCry Box10""","""24x20x20""","""B""","""800""","""31""","""420""","""17""",2019-06-12,1000,1,9508,24.22
BZ-SKU-0000763,"""Top paper golden Kraft rest brown Kraft""","""FirstCry Box10""","""24x20x20""","""B""","""800""","""31""","""420""","""17""",2019-06-12,700,2,7746,21.6
BZ-SKU-0000763,"""Top paper golden Kraft rest brown Kraft""","""FirstCry Box10""","""24x20x20""","""B""","""800""","""31""","""420""","""17""",2019-06-12,700,3,9508,24.22
BZ-SKU-0000763,"""Top paper golden Kraft rest brown Kraft""","""FirstCry Box10""","""24x20x20""","""B""","""800""","""31""","""420""","""17""",2019-06-12,2000,8,9508,24.22
BZ-SKU-0000763,"""Top paper golden Kraft rest brown Kraft""","""FirstCry Box10""","""24x20x20""","""B""","""800""","""31""","""420""","""17""",2019-06-12,2000,8,9508,24.22
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2018-03-19,24475,4,4606,3.1
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,1062,3,7746,2.83
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2018-03-19,10000,3,4606,3
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2018-03-19,12541,3,4606,3.193826137
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2018-03-19,24475,3,4606,3.01
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2018-03-19,36100,3,4606,3.193853551
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,4923,3,9508,3
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2018-03-19,22250,3,4606,3.18990884
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2018-03-19,14200,3,4606,3.01
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2018-03-19,15000,4,4606,3.01
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,40000,3,9508,3
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,3577,3,9508,3
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2018-03-19,11100,3,4606,2.95
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2018-03-19,29550,3,4606,3.01
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2018-03-19,43900,3,4606,3.01
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,30000,6,9508,3
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,19950,1,7746,2.83
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,19800,3,4606,3.01
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,5525,4,7746,2.7
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,3300,4,7746,2.7
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2018-03-19,20000,3,4606,2.95
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,8598,3,7746,2.7
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,11527,3,7746,2.97
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2018-03-19,30000,3,4606,3.01
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2018-03-19,14850,3,4606,3.01
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,8600,3,4606,3.01
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,19982,3,4606,3.01
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,9995,3,9508,3
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,30095,3,4606,3.01
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,24850,3,7746,2.83
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,28500,3,9508,3
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,10973,3,9508,3
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,11231,3,4606,3.01
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,3075,3,7746,2.83
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,12890,3,7746,3
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2018-03-19,44950,3,4606,3.01
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,25000,3,7746,2.83
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,25327,3,4606,3.01
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,27000,7,4606,3.1
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,10000,7,4606,3.01
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,1500,8,7746,2.65
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,33000,8,9508,3
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,4000,3,4606,3.01
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,8000,3,4606,3.01
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,2938,4,7746,2.83
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,30000,3,4606,2.95
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,23000,3,9508,3
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,33000,6,4606,2.95
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,10000,3,9508,3
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,2938,3,7746,2.83
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,26000,3,9508,3
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,1500,3,9508,3
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,4000,3,7746,2.83
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,3000,3,7746,2.7
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,10000,3,4606,2.95
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,15000,6,7746,2.83
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,35000,3,4606,3.01
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,10000,6,7746,2.83
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,800,3,9508,3
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,22000,8,4606,3.01
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,15000,8,4606,2.95
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,30000,3,9508,3
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,9800,3,7746,2.65
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,40000,3,9508,3
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,7000,3,7746,2.65
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,637,3,7746,2.65
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,40000,3,7746,3
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,15000,3,9508,2.92
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,44967,3,7746,2.65
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,26500,3,7746,3
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,5000,8,7746,2.65
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,30000,3,9508,3
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,5000,3,9508,2.92
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,25000,8,4606,2.95
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,8000,3,7746,2.65
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,20000,3,9508,3
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,81000,7,4606,2.95
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,35000,3,9508,2.92
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,8000,3,9508,2.92
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,16000,1,4606,2.95
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,10000,3,9508,2.92
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,15000,3,9508,3
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,9000,3,7746,2.65
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,10000,3,9508,3
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,20000,3,9508,3
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,2325,3,9508,3
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,15000,3,7746,2.65
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,40000,3,7746,2.65
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,30000,3,9508,3
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,1,8,7746,2.65
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,10000,3,7746,2.65
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,20000,3,9508,3
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,20000,3,7746,2.65
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,20000,8,7746,2.65
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,14000,1,4606,2.95
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2018-03-19,24450,3,4606,3.193811012
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2018-03-19,2000,3,4606,2.95
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2018-03-19,28564,3,4606,2.95
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,18000,3,9508,2.92
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,7000,3,7746,2.65
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,26300,3,4606,2.95
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,4100,3,4606,2.95
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,3500,3,9508,3
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,15000,8,4606,2.95
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,21000,7,9508,3
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,7000,7,9508,2.92
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,27100,3,4606,2.95
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,40000,3,7746,2.65
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,10000,6,9508,3
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,10700,3,9508,3
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,10000,6,9508,3
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,10000,1,9508,3
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,15000,3,9508,2.92
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,15000,4,4606,1
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,13000,3,9508,2.92
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,7000,6,9508,3
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,20000,7,9508,2.92
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,10000,1,4606,2.72
BZ-SKU-0000081,"""Paper""","""FirstCry Box0""","""24x20x20""","""B""","""60""","""2""","""230""","""9""",2019-06-12,10000,1,7746,2.65
