sku_code,brand_name,material,material_grade,bottle_material,cap_material,series,product_code,color,model_no,item_code,box_code,box_style,security_type,usage,handle,window,property,accessories,lid,bubble_lined,bursting_factor,sealing,finishing,perforation,car_type,lamination,grammage,neck_size,type,flute_type,printing,no_of_layers,flap_inch,flap_width_mm,gusset_inch,bottom_gusset,tape_size_inch,added_features,mouth_diameter_mm/top_diameter,weight_gm,racking_load_capacity_kg,capcity_ml,width_mm,inner_height_mm,outer_height_mm,height_inch,length_mm,thickness_gsm,thickness_microns,inner_gsm,outer_gsm,updated_at,quantity,status,company_id,per_unit
BZ-SKU-0000894,"""Luxor""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-05,20,3,7746,15.80357143
BZ-SKU-0006692,,"""PET""",,,,,,,,,,,,,,,,,,,,,,,,,,"""28""",,,,,,,,,,,,"""47""",,"""500""",,,,,,,,,,2018-02-07,42500,3,7746,5.616
BZ-SKU-0006691,,"""PET""",,,,,,,,,,,,,,,,,,,,,,,,,,"""28""",,,,,,,,,,,,"""47""",,"""500""",,,,,,,,,,2018-02-07,21500,3,7746,5.336
BZ-SKU-0011956,"""Non Branded""",,,,,,,,,,,,,,,,,,,,,,,,,,,,"""Thermal Label Roll""",,"""No Printing""",,,,,,,,,,,,"""25.4""",,,,"""50.8""","""150""",,,,2018-12-28,300000,3,4606,0.075
BZ-SKU-0011956,"""Non Branded""",,,,,,,,,,,,,,,,,,,,,,,,,,,,"""Thermal Label Roll""",,"""No Printing""",,,,,,,,,,,,"""25.4""",,,,"""50.8""","""150""",,,,2018-12-28,136500,3,4606,0.075
BZ-SKU-0011956,"""Non Branded""",,,,,,,,,,,,,,,,,,,,,,,,,,,,"""Thermal Label Roll""",,"""No Printing""",,,,,,,,,,,,"""25.4""",,,,"""50.8""","""150""",,,,2018-12-28,66000,3,4606,0.075
BZ-SKU-0011956,"""Non Branded""",,,,,,,,,,,,,,,,,,,,,,,,,,,,"""Thermal Label Roll""",,"""No Printing""",,,,,,,,,,,,"""25.4""",,,,"""50.8""","""150""",,,,2018-12-28,146000,8,4606,0.075
BZ-SKU-0011956,"""Non Branded""",,,,,,,,,,,,,,,,,,,,,,,,,,,,"""Thermal Label Roll""",,"""No Printing""",,,,,,,,,,,,"""25.4""",,,,"""50.8""","""150""",,,,2018-12-28,81000,1,4606,0.075
BZ-SKU-0011956,"""Non Branded""",,,,,,,,,,,,,,,,,,,,,,,,,,,,"""Thermal Label Roll""",,"""No Printing""",,,,,,,,,,,,"""25.4""",,,,"""50.8""","""150""",,,,2018-12-28,335000,8,4606,0.075
BZ-SKU-0000831,"""Non Branded""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-05,110000,3,9816,0.42
BZ-SKU-0007843,"""Tilsona Gold""","""PET""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""26""",,"""1000""",,,,,,,,,,2018-05-03,25000,3,4606,4.053
BZ-SKU-0007843,"""Tilsona Gold""","""PET""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""26""",,"""1000""",,,,,,,,,,2018-05-03,75000,3,4606,4.053
BZ-SKU-0007843,"""Tilsona Gold""","""PET""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""26""",,"""1000""",,,,,,,,,,2018-05-03,100280,3,4606,3.767
BZ-SKU-0007843,"""Tilsona Gold""","""PET""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""26""",,"""1000""",,,,,,,,,,2018-05-03,100000,3,4606,4.055
BZ-SKU-0007843,"""Tilsona Gold""","""PET""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""26""",,"""1000""",,,,,,,,,,2018-05-03,100280,3,4606,3.897
BZ-SKU-0007843,"""Tilsona Gold""","""PET""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""26""",,"""1000""",,,,,,,,,,2018-05-03,100000,8,4606,3.3
BZ-SKU-0007843,"""Tilsona Gold""","""PET""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""26""",,"""1000""",,,,,,,,,,2018-05-03,100000,3,4606,4.315
BZ-SKU-0007843,"""Tilsona Gold""","""PET""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""26""",,"""1000""",,,,,,,,,,2018-05-03,100000,3,4606,4.419
BZ-SKU-0007843,"""Tilsona Gold""","""PET""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""26""",,"""1000""",,,,,,,,,,2018-05-03,100000,3,4606,3.561
BZ-SKU-0007843,"""Tilsona Gold""","""PET""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""26""",,"""1000""",,,,,,,,,,2018-05-03,100000,3,4606,3.535
BZ-SKU-0007939,"""Pureco""",,,"""HDPE""","""NA""",,,"""Blue""",,,,,,"""[\""[\\\""Oil\\\""]\""]""",,,,,,,,,,,"""NA""",,,,,,,,,,,,,,,,,"""500""",,,,,,,,,,2018-05-11,10343,6,4606,7.4
BZ-SKU-0007939,"""Pureco""",,,"""HDPE""","""NA""",,,"""Blue""",,,,,,"""[\""[\\\""Oil\\\""]\""]""",,,,,,,,,,,"""NA""",,,,,,,,,,,,,,,,,"""500""",,,,,,,,,,2018-05-11,10000,3,4606,7.4
BZ-SKU-0007939,"""Pureco""",,,"""HDPE""","""NA""",,,"""Blue""",,,,,,"""[\""[\\\""Oil\\\""]\""]""",,,,,,,,,,,"""NA""",,,,,,,,,,,,,,,,,"""500""",,,,,,,,,,2018-05-11,5000,3,4606,7.1
BZ-SKU-0007939,"""Pureco""",,,"""HDPE""","""NA""",,,"""Blue""",,,,,,"""[\""[\\\""Oil\\\""]\""]""",,,,,,,,,,,"""NA""",,,,,,,,,,,,,,,,,"""500""",,,,,,,,,,2018-05-11,5000,3,4606,7.4
BZ-SKU-0007939,"""Pureco""",,,"""HDPE""","""NA""",,,"""Blue""",,,,,,"""[\""[\\\""Oil\\\""]\""]""",,,,,,,,,,,"""NA""",,,,,,,,,,,,,,,,,"""500""",,,,,,,,,,2018-05-11,10000,8,4606,7.1
BZ-SKU-0007939,"""Pureco""",,,"""HDPE""","""NA""",,,"""Blue""",,,,,,"""[\""[\\\""Oil\\\""]\""]""",,,,,,,,,,,"""NA""",,,,,,,,,,,,,,,,,"""500""",,,,,,,,,,2018-05-11,15000,6,4606,7.4
BZ-SKU-0007939,"""Pureco""",,,"""HDPE""","""NA""",,,"""Blue""",,,,,,"""[\""[\\\""Oil\\\""]\""]""",,,,,,,,,,,"""NA""",,,,,,,,,,,,,,,,,"""500""",,,,,,,,,,2018-05-11,5000,3,4606,7.4
BZ-SKU-0007939,"""Pureco""",,,"""HDPE""","""NA""",,,"""Blue""",,,,,,"""[\""[\\\""Oil\\\""]\""]""",,,,,,,,,,,"""NA""",,,,,,,,,,,,,,,,,"""500""",,,,,,,,,,2018-05-11,5000,3,4606,7.1
BZ-SKU-0013796,,,"""PP""",,,,,,,,,,,,"""U-Cut""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""60""",,,,2019-02-23,30000,6,7746,3.1
BZ-SKU-0008918,"""Non Branded""","""Polypropylene""",,,,,,"""White""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-07-05,1800,4,4606,144
BZ-SKU-0008918,"""Non Branded""","""Polypropylene""",,,,,,"""White""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-07-05,900,3,4606,144
BZ-SKU-0008918,"""Non Branded""","""Polypropylene""",,,,,,"""White""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-07-05,900,3,4606,144
BZ-SKU-0008918,"""Non Branded""","""Polypropylene""",,,,,,"""White""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-07-05,3000,3,4606,144
BZ-SKU-0008918,"""Non Branded""","""Polypropylene""",,,,,,"""White""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-07-05,3500,1,4606,144
BZ-SKU-0008918,"""Non Branded""","""Polypropylene""",,,,,,"""White""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-07-05,3000,3,4606,141
BZ-SKU-0008918,"""Non Branded""","""Polypropylene""",,,,,,"""White""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-07-05,3000,3,4606,145
BZ-SKU-0008918,"""Non Branded""","""Polypropylene""",,,,,,"""White""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-07-05,3000,3,4606,144
BZ-SKU-0008918,"""Non Branded""","""Polypropylene""",,,,,,"""White""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-07-05,3000,3,4606,144
BZ-SKU-0008918,"""Non Branded""","""Polypropylene""",,,,,,"""White""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-07-05,3000,3,4606,144
BZ-SKU-0008918,"""Non Branded""","""Polypropylene""",,,,,,"""White""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-07-05,6000,3,4606,144
BZ-SKU-0008918,"""Non Branded""","""Polypropylene""",,,,,,"""White""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-07-05,3000,3,4606,136
BZ-SKU-0008918,"""Non Branded""","""Polypropylene""",,,,,,"""White""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-07-05,3000,2,4606,139
BZ-SKU-0008918,"""Non Branded""","""Polypropylene""",,,,,,"""White""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-07-05,3000,3,4606,139
BZ-SKU-0013809,"""Alkon""","""HDPE""",,,,"""300 x 200 Series""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""125""",,,,,,,2019-02-25,2016,3,4606,36
BZ-SKU-0014254,,"""PET""",,,,,,,,,,,,,,,,,,,,,,,,,,"""29""",,,,,,,,,,,,"""10""",,"""250""",,,,,,,,,,2019-03-07,75000,8,4606,1.25
BZ-SKU-0014254,,"""PET""",,,,,,,,,,,,,,,,,,,,,,,,,,"""29""",,,,,,,,,,,,"""10""",,"""250""",,,,,,,,,,2019-03-07,100000,4,4606,1.23
BZ-SKU-0014254,,"""PET""",,,,,,,,,,,,,,,,,,,,,,,,,,"""29""",,,,,,,,,,,,"""10""",,"""250""",,,,,,,,,,2019-03-07,100000,4,4606,2.23
BZ-SKU-0014254,,"""PET""",,,,,,,,,,,,,,,,,,,,,,,,,,"""29""",,,,,,,,,,,,"""10""",,"""250""",,,,,,,,,,2019-03-07,75000,1,4606,1.22
BZ-SKU-0010748,"""Non Branded""","""Paper""",,,,,,,,,,,,,,,,,,,"""24x24x24x24x24""",,,,,,,,,"""B""",,,,,,,,,,,,,,,,"""4.52""","""350.52""",,,,,2018-11-30,300,3,4606,21.25
BZ-SKU-0013989,"""Non Branded""","""ABS""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""16.2""",,,,"""53""",,,,,2019-02-28,20000,1,9508,13.5
BZ-SKU-0013989,"""Non Branded""","""ABS""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""16.2""",,,,"""53""",,,,,2019-02-28,50000,1,9508,14
BZ-SKU-0013169,,"""PP""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""4.92""","""729.996""",,,,,2019-04-10,400,3,9816,329
BZ-SKU-0000302,"""Non Branded""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-05,1,3,7746,27.96610169
BZ-SKU-0000302,"""Non Branded""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-05,1,3,7746,27.96610169
BZ-SKU-0000302,"""Non Branded""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-05,1,3,7746,27.96610169
BZ-SKU-0000302,"""Non Branded""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-05,2,3,7746,27.96610169
BZ-SKU-0000302,"""Non Branded""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-05,2,4,7746,28
BZ-SKU-0000302,"""Non Branded""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-05,1,3,7746,27.96610169
BZ-SKU-0000302,"""Non Branded""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-05,1,1,7746,27.96610169
BZ-SKU-0000302,"""Non Branded""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-05,2,3,7746,27.96610169
BZ-SKU-0000302,"""Non Branded""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-05,1,3,7746,27.96610169
BZ-SKU-0000302,"""Non Branded""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-05,2,3,7746,27.96610169
BZ-SKU-0000302,"""Non Branded""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-05,3,3,7746,26
BZ-SKU-0013351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""25.4""",,,"""7""","""50.8""","""300""",,,,2019-02-12,4000,3,7746,6
BZ-SKU-0014062,,"""Foam Box""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""165""",,,,,,,,,2019-02-28,560,3,4606,20.5
BZ-SKU-0014062,,"""Foam Box""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""165""",,,,,,,,,2019-02-28,800,3,4606,17
BZ-SKU-0014062,,"""Foam Box""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""165""",,,,,,,,,2019-02-28,360,3,4606,26.7
BZ-SKU-0014062,,"""Foam Box""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""165""",,,,,,,,,2019-02-28,280,3,4606,20.5
BZ-SKU-0011100,"""Tez Export""",,,,,,,"""Multi Color""",,,,,,,,,,,,,,,,,,,,,"""Paper Labels""",,"""4 Color Printing""",,,,,,,,,,,,"""226""",,,,"""53""","""85""",,,,2018-11-27,25000,3,4606,0.55
BZ-SKU-0011100,"""Tez Export""",,,,,,,"""Multi Color""",,,,,,,,,,,,,,,,,,,,,"""Paper Labels""",,"""4 Color Printing""",,,,,,,,,,,,"""226""",,,,"""53""","""85""",,,,2018-11-27,22000,3,4606,0.68
BZ-SKU-0012315,"""Non Branded""","""Paper""",,,,,,"""White""",,,,,,,,,,,,,,,,,,,,,"""Paper sheet""",,"""4""",,,,,,,,,,,,"""381""",,,"""20""",,"""40""",,,,2019-01-08,5000,3,7746,1.3
BZ-SKU-0011101,"""Non Branded""","""PP""",,,,,,"""Transparent""",,,,,,,,,,,"""Without Lid""",,,,,,,,,,"""Plastic Food Containers""",,,,,,,,,,,,,,,,,,,,,,,2018-11-27,16,3,4606,236
BZ-SKU-0011101,"""Non Branded""","""PP""",,,,,,"""Transparent""",,,,,,,,,,,"""Without Lid""",,,,,,,,,,"""Plastic Food Containers""",,,,,,,,,,,,,,,,,,,,,,,2018-11-27,24,3,4606,236
BZ-SKU-0011103,"""Non Branded""","""PP""",,,,,,"""Transparent""",,,,,,,,,,,"""Without Lid""",,,,,,,,,,"""Plastic Food Containers""",,,,,,,,,,,,,,,,,,,,,,,2018-11-27,24,3,4606,347.45
BZ-SKU-0011101,"""Non Branded""","""PP""",,,,,,"""Transparent""",,,,,,,,,,,"""Without Lid""",,,,,,,,,,"""Plastic Food Containers""",,,,,,,,,,,,,,,,,,,,,,,2018-11-27,8,3,4606,236
BZ-SKU-0011103,"""Non Branded""","""PP""",,,,,,"""Transparent""",,,,,,,,,,,"""Without Lid""",,,,,,,,,,"""Plastic Food Containers""",,,,,,,,,,,,,,,,,,,,,,,2018-11-27,8,3,4606,347.45
BZ-SKU-0011103,"""Non Branded""","""PP""",,,,,,"""Transparent""",,,,,,,,,,,"""Without Lid""",,,,,,,,,,"""Plastic Food Containers""",,,,,,,,,,,,,,,,,,,,,,,2018-11-27,16,3,4606,347.45
BZ-SKU-0011101,"""Non Branded""","""PP""",,,,,,"""Transparent""",,,,,,,,,,,"""Without Lid""",,,,,,,,,,"""Plastic Food Containers""",,,,,,,,,,,,,,,,,,,,,,,2018-11-27,24,4,4606,110
BZ-SKU-0011103,"""Non Branded""","""PP""",,,,,,"""Transparent""",,,,,,,,,,,"""Without Lid""",,,,,,,,,,"""Plastic Food Containers""",,,,,,,,,,,,,,,,,,,,,,,2018-11-27,24,4,4606,310
BZ-SKU-0011101,"""Non Branded""","""PP""",,,,,,"""Transparent""",,,,,,,,,,,"""Without Lid""",,,,,,,,,,"""Plastic Food Containers""",,,,,,,,,,,,,,,,,,,,,,,2018-11-27,16,4,4606,110
BZ-SKU-0011103,"""Non Branded""","""PP""",,,,,,"""Transparent""",,,,,,,,,,,"""Without Lid""",,,,,,,,,,"""Plastic Food Containers""",,,,,,,,,,,,,,,,,,,,,,,2018-11-27,16,4,4606,310
BZ-SKU-0011101,"""Non Branded""","""PP""",,,,,,"""Transparent""",,,,,,,,,,,"""Without Lid""",,,,,,,,,,"""Plastic Food Containers""",,,,,,,,,,,,,,,,,,,,,,,2018-11-27,8,4,4606,110
BZ-SKU-0011103,"""Non Branded""","""PP""",,,,,,"""Transparent""",,,,,,,,,,,"""Without Lid""",,,,,,,,,,"""Plastic Food Containers""",,,,,,,,,,,,,,,,,,,,,,,2018-11-27,8,4,4606,310
BZ-SKU-0005123,"""Non Branded""","""BOPP""",,,,,,"""Transparent""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""1""",,,,,,,,,,,,,,,2018-03-06,8640,3,7746,9.500078468
BZ-SKU-0014059,,,"""BOPP""",,,,,"""Transparent""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""1""",,,,,,,,,,,,,,,2019-03-01,500,3,7746,14.5
BZ-SKU-0014059,,,"""BOPP""",,,,,"""Transparent""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""1""",,,,,,,,,,,,,,,2019-03-01,500,3,7746,14.5
BZ-SKU-0008978,,,"""BOPP""",,,,,"""Transparent""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""2""",,,,,,,,,,,,,,,2018-07-07,2976,3,4606,32
BZ-SKU-0008978,,,"""BOPP""",,,,,"""Transparent""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""2""",,,,,,,,,,,,,,,2018-07-07,2976,8,4606,32
BZ-SKU-0000677,"""Non Branded""","""BOPP""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-05,1,4,4606,5700
BZ-SKU-0000677,"""Non Branded""","""BOPP""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-05,6,3,4606,9045.33
BZ-SKU-0000677,"""Non Branded""","""BOPP""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-05,1,3,4606,10148.32
BZ-SKU-0000677,"""Non Branded""","""BOPP""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-05,1,3,4606,6000
BZ-SKU-0000677,"""Non Branded""","""BOPP""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-05,2,3,4606,5250
BZ-SKU-0000677,"""Non Branded""","""BOPP""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-05,3,3,4606,5871.66
BZ-SKU-0000677,"""Non Branded""","""BOPP""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-05,1,3,4606,5700
BZ-SKU-0000677,"""Non Branded""","""BOPP""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-05,1,3,4606,6000
BZ-SKU-0000677,"""Non Branded""","""BOPP""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-05,1,3,4606,16906
BZ-SKU-0000677,"""Non Branded""","""BOPP""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-05,2,6,4606,12000
BZ-SKU-0000677,"""Non Branded""","""BOPP""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-05,1,0,4606,6000
BZ-SKU-0000677,"""Non Branded""","""BOPP""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-05,1,1,4606,6000
BZ-SKU-0000677,"""Non Branded""","""BOPP""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-05,4,3,4606,16159
BZ-SKU-0000726,"""Non Branded""","""Paper""",,,,,,,,,"""Small Packman""",,,,,,,,,,,,,,,,,,,"""B""",,,,,,,,,,,,,,,,"""10.1""","""510.54""",,,,,2018-06-15,3022,3,4606,39
BZ-SKU-0000726,"""Non Branded""","""Paper""",,,,,,,,,"""Small Packman""",,,,,,,,,,,,,,,,,,,"""B""",,,,,,,,,,,,,,,,"""10.1""","""510.54""",,,,,2018-06-15,3056,3,4606,39
BZ-SKU-0000726,"""Non Branded""","""Paper""",,,,,,,,,,,,,,,,,,,,,,,,,,,,"""B""",,,,,,,,,,,,,,,,"""10.1""","""510.54""",,,,,2018-09-28,2000,3,4606,39
BZ-SKU-0000726,"""Non Branded""","""Paper""",,,,,,,,,,,,,,,,,,,,,,,,,,,,"""B""",,,,,,,,,,,,,,,,"""10.1""","""510.54""",,,,,2018-09-28,2000,3,4606,39
BZ-SKU-0000726,"""Non Branded""","""Paper""",,,,,,,,,,,,,,,,,,,,,,,,,,,,"""B""",,,,,,,,,,,,,,,,"""10.1""","""510.54""",,,,,2018-09-28,5000,3,4606,39
BZ-SKU-0011145,"""Non Branded""","""Paper""",,,,,,,,,,,,,,,,,,,"""18x18x18""",,,,,,,,,"""B""",,,,,,,,,,,,,,,,"""7""","""127""",,,,,2018-11-30,5000,3,9508,5.45
BZ-SKU-0011145,"""Non Branded""","""Paper""",,,,,,,,,,,,,,,,,,,"""18x18x18""",,,,,,,,,"""B""",,,,,,,,,,,,,,,,"""7""","""127""",,,,,2018-11-30,7500,3,9508,5.45
BZ-SKU-0000699,"""Insta day""","""BOPP""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-11-16,2,3,4606,6000
BZ-SKU-0013058,,,,,,,,"""Silver""",,,,,,,,,,"""Not Applicable""",,,,,,,,,,,"""Bubble Bag""",,,,,,,,,,,,,,"""266.7""",,,,"""304.8""",,,,,2019-02-28,3200,3,4606,13.3
BZ-SKU-0013058,,,,,,,,"""Silver""",,,,,,,,,,"""Not Applicable""",,,,,,,,,,,"""Bubble Bag""",,,,,,,,,,,,,,"""266.7""",,,,"""304.8""",,,,,2019-02-28,1120,3,4606,13.3
BZ-SKU-0013058,,,,,,,,"""Silver""",,,,,,,,,,"""Not Applicable""",,,,,,,,,,,"""Bubble Bag""",,,,,,,,,,,,,,"""266.7""",,,,"""304.8""",,,,,2019-02-28,2240,3,4606,13.3
BZ-SKU-0013058,,,,,,,,"""Silver""",,,,,,,,,,"""Not Applicable""",,,,,,,,,,,"""Bubble Bag""",,,,,,,,,,,,,,"""266.7""",,,,"""304.8""",,,,,2019-02-28,1440,3,4606,13.3
BZ-SKU-0011144,,,"""LDPE""",,,,,,,,,,,,,,,,,,,"""Flap sealing""","""Glossy""",,,,,,,,,"""3""","""1.5""",,,,,,,,,,,,,,,,"""55""",,,2018-12-17,10000,4,4606,2.6
BZ-SKU-0011144,,,"""LDPE""",,,,,,,,,,,,,,,,,,,"""Flap sealing""","""Glossy""",,,,,,,,,"""3""","""1.5""",,,,,,,,,,,,,,,,"""55""",,,2018-12-17,10000,3,4606,2.46
BZ-SKU-0014115,,"""Cloth""",,,,,,"""Black""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-04,500,8,9508,399
BZ-SKU-0014115,,"""Cloth""",,,,,,"""Black""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-04,2500,8,9508,399
BZ-SKU-0000553,"""Non Branded""","""Virgin""",,,,,,"""Transparent""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""304.8""",,,,"""406.4""",,,,,2018-02-05,100,4,9508,110
BZ-SKU-0000553,"""Non Branded""","""Virgin""",,,,,,"""Transparent""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""304.8""",,,,"""406.4""",,,,,2018-02-05,49.9,1,9508,114
BZ-SKU-0000553,"""Non Branded""","""Virgin""",,,,,,"""Transparent""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""304.8""",,,,"""406.4""",,,,,2018-02-05,10,3,9508,114
BZ-SKU-0000553,"""Non Branded""","""Virgin""",,,,,,"""Transparent""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""304.8""",,,,"""406.4""",,,,,2018-02-05,165,3,9508,118
BZ-SKU-0000553,"""Non Branded""","""Virgin""",,,,,,"""Transparent""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""304.8""",,,,"""406.4""",,,,,2018-02-05,106,3,9508,110
BZ-SKU-0000553,"""Non Branded""","""Virgin""",,,,,,"""Transparent""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""304.8""",,,,"""406.4""",,,,,2018-02-05,100,4,9508,118
BZ-SKU-0000553,"""Non Branded""","""Virgin""",,,,,,"""Transparent""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""304.8""",,,,"""406.4""",,,,,2018-02-05,153.7,3,9508,114
BZ-SKU-0000553,"""Non Branded""","""Virgin""",,,,,,"""Transparent""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""304.8""",,,,"""406.4""",,,,,2018-02-05,118,3,9508,125
BZ-SKU-0000553,"""Non Branded""","""Virgin""",,,,,,"""Transparent""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""304.8""",,,,"""406.4""",,,,,2018-02-05,400,3,9508,110
BZ-SKU-0000553,"""Non Branded""","""Virgin""",,,,,,"""Transparent""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""304.8""",,,,"""406.4""",,,,,2018-02-05,200,6,9508,110
BZ-SKU-0000553,"""Non Branded""","""Virgin""",,,,,,"""Transparent""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""304.8""",,,,"""406.4""",,,,,2018-02-05,200,8,9508,110
